x,y,z
-9.82423303571429,10.872997321428574,0
-6.872835714285717,10.872997321428574,0
-4.023210714285717,10.872997321428574,0
-0.05409017857143539,10.771225000000005,0
3.5079410714285686,11.17831428571429,0
7.273516964285712,12.297809821428576,0
10.123141964285708,13.417305357142862,0
12.667449999999995,14.536800892857148,0
14.194034821428566,14.231483928571432,0
16.534798214285708,13.111988392857146,0
17.348976785714278,12.399582142857145,0
18.77378928571428,10.465908035714289,0
19.282650892857134,7.310966071428577,0
19.079106249999995,5.58083660714286,0
18.16315535714285,2.934756250000003,0
17.14543214285714,0.5939928571428581,0
15.517074999999991,-1.950315178571426,0
13.27808392857142,-3.476899999999997,0
10.224914285714277,-4.799940178571429,0
7.782378571428566,-6.224752678571427,0
4.830981249999994,-7.446020535714286,0
1.7778116071428514,-9.17615,0
-2.1913089285714342,-11.31336875,0
-5.244478571428576,-13.34881517857143,0
-8.297648214285719,-14.671855357142858,0
-10.740183928571433,-14.8754,0
-13.182719642857144,-13.450587500000001,0
-14.912849107142861,-11.21159642857143,0
-16.134116964285717,-9.990328571428572,0
-16.439433928571432,-6.835386607142855,0
-16.541206250000002,-5.308801785714284,0
-16.134116964285717,-2.560949107142857,0
-15.828800000000001,-0.01664107142856963,0
-15.523483035714289,3.1383008928571456,0
-15.523483035714289,5.987925892857145,0
-14.403987500000003,8.328689285714294,0
-13.589808928571433,9.753501785714288,0
-12.572085714285716,10.160591071428573,0
